_id,apk_name,package_name,ml_permission,ml_origin,ml_plugin,ml_virus,malicious,undetected,malware
{'$oid': '6080b68232fda25f88a14c6e'},nl.betawerk.tedxeutropolis.apk,nl.betawerk.tedxeutropolis,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",['origin~~*'],[],[],0,60,0
{'$oid': '6080b68232fda25f88a14c6f'},org.meshtek.wonders7.apk,org.meshtek.wonders7,"['android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",[],[],[],0,59,0
{'$oid': '6080b68232fda25f88a14c70'},uk.org.rcvs.codeofconduct.apk,uk.org.rcvs.codeofconduct,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.VIBRATE']","['origin~~http://*/*', 'origin~~https://*/*', 'launch-external~~yes', 'origin~~tel:*', 'launch-external~~yes', 'origin~~geo:*', 'launch-external~~yes', 'origin~~mailto:*', 'launch-external~~yes', 'origin~~sms:*', 'launch-external~~yes', 'origin~~market:*']",[],[],0,61,0
{'$oid': '6080b68232fda25f88a14c71'},br.com.algorich.impostometro.apk,br.com.algorich.impostometro,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CAMERA']","['origin~~http://127.0.0.1*', 'origin~~.*']","['Camera', 'org.apache.cordova.CameraLauncher', 'Geolocation', 'org.apache.cordova.GeoBroker', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'File', 'org.apache.cordova.FileUtils', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'Device', 'org.apache.cordova.Device', 'BarcodeScanner', 'com.phonegap.plugins.barcodescanner.BarcodeScanner', 'org.apache.cordova.facebook.Connect', 'org.apache.cordova.facebook.ConnectPlugin', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser']",[],0,62,0
{'$oid': '6080b68232fda25f88a14c72'},com.BowlegLLC.workouttrainer.apk,com.BowlegLLC.workouttrainer,"['android.permission.INTERNET', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_CONTACTS', 'android.permission.WRITE_CONTACTS', 'android.permission.WRITE_EXTERNAL_STORAGE']",['origin~~*'],[],['a.expense.dinhnguyen'],1,62,1
{'$oid': '6080b68232fda25f88a14c73'},ch.newcom.ekz.apk,ch.newcom.ekz,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",['origin~~*'],"['GAPlugin', 'com.adobe.plugins.GAPlugin']",[],0,63,0
{'$oid': '6080b68232fda25f88a14c74'},com.a100237419451cd98ba33e074a.a98265686a.apk,com.a100237419451cd98ba33e074a.a98265686a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'WebIntent', 'com.borismus.webintent.WebIntent']",['Android.WIN32.Boogr.gsh'],1,61,1
{'$oid': '6080b68232fda25f88a14c75'},com.a1169367456511228af2d4516a.a55052279a.apk,com.a1169367456511228af2d4516a.a55052279a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.WAKE_LOCK', 'com.a1169367456511228af2d4516a.a55052279a.permission.C2D_MESSAGE']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'PushNotifications', 'com.fancypush.pushnotifications.plugin.PushNotifications', 'true']","['AdLibrary:Generisk', 'Android.Adware.Mulad.P', 'AdWare.AndroidOS.Mulad', 'Android.WIN32.Boogr.gsh']",4,58,1
{'$oid': '6080b68232fda25f88a14c76'},com.a183705716150cbe64dac89e6a.a24960495a.apk,com.a183705716150cbe64dac89e6a.a24960495a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.WAKE_LOCK', 'com.a183705716150cbe64dac89e6a.a24960495a.permission.C2D_MESSAGE']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'PushNotifications', 'com.pushwoosh.test.plugin.pushnotifications.PushNotifications', 'true']","['Trojan ( 0001140e1 )', 'Android.Adware.Mulad.P', 'AdWare.AndroidOS.Mulad', 'Android.WIN32.Boogr.gsh']",4,59,1
{'$oid': '6080b68232fda25f88a14c77'},com.a189832176050764c97d06ab4a.a70324415a.apk,com.a189832176050764c97d06ab4a.a70324415a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.RECORD_AUDIO', 'android.permission.READ_PHONE_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.WAKE_LOCK', 'com.a189832176050764c97d06ab4a.a70324415a.permission.C2D_MESSAGE']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'PushNotifications', 'com.pushwoosh.test.plugin.pushnotifications.PushNotifications', 'true']","['Android.Adware.A3d0b (AdWare)', 'AdLibrary:Generisk', 'Riskware.AndroidOS.Generic.z!c', 'Android.Adware.Mulad.P']",4,56,1
{'$oid': '6080b68232fda25f88a14c78'},com.a1948330684519b3c3fe5bcd4a.a55799480a.apk,com.a1948330684519b3c3fe5bcd4a.a55799480a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'VideoPlayer', 'com.phonegap.plugins.video.VideoPlayer', 'WebIntent', 'com.borismus.webintent.WebIntent', 'VideoPlayer', 'com.phonegap.plugins.video.VideoPlayer', 'WebIntent', 'com.borismus.webintent.WebIntent']",['Android.WIN32.Boogr.gsh'],1,62,1
{'$oid': '6080b68232fda25f88a14c79'},com.a1671448640523da4be73bbb8a.a10646620a.apk,com.a1671448640523da4be73bbb8a.a10646620a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'VideoPlayer', 'com.phonegap.plugins.video.VideoPlayer']","['PUA.Adware', 'AdLibrary:Adfonic', 'Android.Adware.Mulad.P', 'Trojan.Trojan.AndroidOS.Agent.uo']",4,58,1
{'$oid': '6080b68232fda25f88a14c7a'},com.a3653586725062341d636bb8a.a63288998a.apk,com.a3653586725062341d636bb8a.a63288998a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.WAKE_LOCK', 'com.a3653586725062341d636bb8a.a63288998a.permission.C2D_MESSAGE']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'PushNotifications', 'com.pushwoosh.test.plugin.pushnotifications.PushNotifications', 'true', 'VideoPlayer', 'com.phonegap.plugins.video.VideoPlayer']","['AdLibrary:Generisk', 'Riskware.AndroidOS.Generic.z!c', 'Android.Adware.Mulad.P', 'Android.WIN32.Boogr.gsh']",4,59,1
{'$oid': '6080b68232fda25f88a14c7b'},com.michaelhoes.umedia.apk,com.michaelhoes.umedia,"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE']",['origin~~http://127.0.0.1*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen']",[],0,63,0
{'$oid': '6080b68232fda25f88a14c7c'},com.millerfelpax.partsapp.apk,com.millerfelpax.partsapp,"['android.permission.INTERNET', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.GET_ACCOUNTS', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_CONTACTS', 'android.permission.RECORD_AUDIO', 'android.permission.RECORD_VIDEO', 'android.permission.VIBRATE', 'android.permission.WRITE_CONTACTS', 'android.permission.WRITE_EXTERNAL_STORAGE']",['origin~~*'],[],[],0,63,0
{'$oid': '6080b68232fda25f88a14c7d'},com.peoplecall.nubefone.apk,com.peoplecall.nubefone,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_CONTACTS', 'android.permission.VIBRATE', 'android.permission.WRITE_CONTACTS', 'android.permission.WRITE_EXTERNAL_STORAGE']","['origin~~.*', 'origin~~http://127.0.0.1*', 'origin~~http://peoplecall.com']","['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'Echo', 'org.apache.cordova.Echo', 'Globalization', 'org.apache.cordova.Globalization', 'InAppBrowser', 'org.apache.cordova.InAppBrowser']",['Android.WIN32.Boogr.gsh'],1,62,1
{'$oid': '6080b68232fda25f88a14c7e'},ilham.panduanshalat.andro.apk,ilham.panduanshalat.andro,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.WAKE_LOCK', 'ilham.panduanshalat.andro.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE']","['origin~~http://127.0.0.1*', 'origin~~https://cp.pushwoosh.com', 'subdomains~~true']","['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'Echo', 'org.apache.cordova.Echo', 'Globalization', 'org.apache.cordova.Globalization', 'InAppBrowser', 'org.apache.cordova.InAppBrowser', 'Share', 'com.schaul.plugins.share.Share', 'PushNotification', 'com.pushwoosh.plugin.pushnotifications.PushNotifications', 'true']","['Android.Minimob.A (AdWare)', 'Artemis!4DCDBEEFAE3D', 'Android.PUA.General', 'AdLibrary:AdMob', 'Trojan.Gen.2', 'a variant of Android/AdDisplay.Minimob.A potentially unwanted', 'Trojan.Android.Minimob.dosqwe', 'Riskware.AndroidOS.Minimob.z!c', 'a.expense.mm', 'Android Minimob (PUA)', 'Adware.Minimob.1.origin', 'BehavesLike.BadFile.tc', 'ADWARE/ANDR.Minimob.A.Gen', 'PUA:Win32/Bitrepeyp.B', 'Malicious (score: 85)', 'malware (ai score=94)', 'PUA.AndroidOS.Minimob', 'Adware/Minimob']",18,44,1
{'$oid': '6080b68232fda25f88a14c7f'},nl.ajb.android.fv.apk,nl.ajb.android.fv,"['android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']","['origin~~http://127.0.0.1*', 'origin~~http://google.com', 'subdomains~~true', 'origin~~http://googleapis.com', 'subdomains~~true', 'origin~~http://gstatic.com', 'subdomains~~true', 'origin~~http://app.femmevanille.com', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68232fda25f88a14c80'},secureNT_1.2.apk,au.com.captovate.securent,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.INTERNET']",[],[],[],0,63,0
{'$oid': '6080b68232fda25f88a14c81'},br.com.trackmyshoes.apk,br.com.trackmyshoes,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",['origin~~*'],[],[],0,63,0
{'$oid': '6080b68232fda25f88a14c82'},ch.mitinnovation.apps.tierpark.apk,ch.mitinnovation.apps.tierpark,"['android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.BROADCAST_STICKY']",['origin~~.*'],"['ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'SharePlugin', 'ch.mitinnovation.apps.tierpark.SharePlugin', 'DirectionPlugin', 'ch.mitinnovation.apps.tierpark.DirectionPlugin', 'ReadPdfPlugin', 'ch.mitinnovation.apps.tierpark.ReadPdfPlugin', 'Downloader', 'com.phonegap.plugins.downloader.Downloader', 'App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen']",['Android.WIN32.Boogr.gsh'],1,60,1
{'$oid': '6080b68232fda25f88a14c83'},com.SISU.ABCLeasing.apk,com.SISU.ABCLeasing,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']","['origin~~http://127.0.0.1*', 'origin~~.*']","['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'Echo', 'org.apache.cordova.Echo', 'Globalization', 'org.apache.cordova.Globalization', 'InAppBrowser', 'org.apache.cordova.InAppBrowser', 'ScreenOrientation', 'org.apache.cordova.plugin.ScreenOrientation']","['Android.Trojan.Agentd.Auto', 'Android.WIN32.Boogr.gsh']",2,60,1
{'$oid': '6080b68232fda25f88a14c84'},com.a107907937551bdf8b80389b5a.a22478442a.apk,com.a107907937551bdf8b80389b5a.a22478442a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'VideoPlayer', 'com.phonegap.plugins.video.VideoPlayer']","['Riskware.AndroidOS.Mulad.z!c', 'Android.Adware.Mulad.P', 'Trojan.Trojan.AndroidOS.Agent.uo']",3,59,1
{'$oid': '6080b68232fda25f88a14c85'},com.a122484071251cd76e46b4790a.a41739407a.apk,com.a122484071251cd76e46b4790a.a41739407a,"['android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS']",['origin~~*'],"['App', 'org.apache.cordova.App', 'Geolocation', 'org.apache.cordova.GeoBroker', 'Device', 'org.apache.cordova.Device', 'Accelerometer', 'org.apache.cordova.AccelListener', 'Compass', 'org.apache.cordova.CompassListener', 'Media', 'org.apache.cordova.AudioHandler', 'Camera', 'org.apache.cordova.CameraLauncher', 'Contacts', 'org.apache.cordova.ContactManager', 'File', 'org.apache.cordova.FileUtils', 'NetworkStatus', 'org.apache.cordova.NetworkManager', 'Notification', 'org.apache.cordova.Notification', 'Storage', 'org.apache.cordova.Storage', 'Temperature', 'org.apache.cordova.TempListener', 'FileTransfer', 'org.apache.cordova.FileTransfer', 'Capture', 'org.apache.cordova.Capture', 'Battery', 'org.apache.cordova.BatteryListener', 'SplashScreen', 'org.apache.cordova.SplashScreen', 'ChildBrowser', 'com.phonegap.plugins.childBrowser.ChildBrowser', 'VideoPlayer', 'com.phonegap.plugins.video.VideoPlayer']",['Android.WIN32.Boogr.gsh'],1,60,1
